id	name	kind
biological process::GO:0032225	regulation of synaptic transmission, dopaminergic	biological process
biological process::GO:0032226	positive regulation of synaptic transmission, dopaminergic	biological process
biological process::GO:0032227	negative regulation of synaptic transmission, dopaminergic	biological process
biological process::GO:0032228	regulation of synaptic transmission, GABAergic	biological process
biological process::GO:0032229	negative regulation of synaptic transmission, GABAergic	biological process
biological process::GO:0032230	positive regulation of synaptic transmission, GABAergic	biological process
biological process::GO:0032231	regulation of actin filament bundle assembly	biological process
biological process::GO:0032232	negative regulation of actin filament bundle assembly	biological process
biological process::GO:0032233	positive regulation of actin filament bundle assembly	biological process
biological process::GO:0032237	activation of store-operated calcium channel activity	biological process
biological process::GO:0032239	regulation of nucleobase-containing compound transport	biological process
biological process::GO:0032240	negative regulation of nucleobase-containing compound transport	biological process
biological process::GO:0032241	positive regulation of nucleobase-containing compound transport	biological process
biological process::GO:0032242	regulation of nucleoside transport	biological process
biological process::GO:0032252	secretory granule localization	biological process
biological process::GO:0032258	CVT pathway	biological process
biological process::GO:0032259	methylation	biological process
biological process::GO:0032261	purine nucleotide salvage	biological process
biological process::GO:0032262	pyrimidine nucleotide salvage	biological process
biological process::GO:0032264	IMP salvage	biological process
biological process::GO:0032269	negative regulation of cellular protein metabolic process	biological process
biological process::GO:0032271	regulation of protein polymerization	biological process
biological process::GO:0032272	negative regulation of protein polymerization	biological process
biological process::GO:0032273	positive regulation of protein polymerization	biological process
biological process::GO:0032274	gonadotropin secretion	biological process
biological process::GO:0032275	luteinizing hormone secretion	biological process
biological process::GO:0032276	regulation of gonadotropin secretion	biological process
biological process::GO:0032277	negative regulation of gonadotropin secretion	biological process
biological process::GO:0032278	positive regulation of gonadotropin secretion	biological process
biological process::GO:0032286	central nervous system myelin maintenance	biological process
biological process::GO:0032287	peripheral nervous system myelin maintenance	biological process
biological process::GO:0032288	myelin assembly	biological process
biological process::GO:0032289	central nervous system myelin formation	biological process
biological process::GO:0032290	peripheral nervous system myelin formation	biological process
biological process::GO:0032291	axon ensheathment in central nervous system	biological process
biological process::GO:0032292	peripheral nervous system axon ensheathment	biological process
biological process::GO:0032303	regulation of icosanoid secretion	biological process
biological process::GO:0032304	negative regulation of icosanoid secretion	biological process
biological process::GO:0032305	positive regulation of icosanoid secretion	biological process
biological process::GO:0032306	regulation of prostaglandin secretion	biological process
biological process::GO:0032308	positive regulation of prostaglandin secretion	biological process
biological process::GO:0032309	icosanoid secretion	biological process
biological process::GO:0032324	molybdopterin cofactor biosynthetic process	biological process
biological process::GO:0032328	alanine transport	biological process
biological process::GO:0032329	serine transport	biological process
biological process::GO:0032330	regulation of chondrocyte differentiation	biological process
biological process::GO:0032331	negative regulation of chondrocyte differentiation	biological process
biological process::GO:0032332	positive regulation of chondrocyte differentiation	biological process
biological process::GO:0032341	aldosterone metabolic process	biological process
biological process::GO:0032342	aldosterone biosynthetic process	biological process
biological process::GO:0032344	regulation of aldosterone metabolic process	biological process
biological process::GO:0032345	negative regulation of aldosterone metabolic process	biological process
biological process::GO:0032346	positive regulation of aldosterone metabolic process	biological process
biological process::GO:0032347	regulation of aldosterone biosynthetic process	biological process
biological process::GO:0032348	negative regulation of aldosterone biosynthetic process	biological process
biological process::GO:0032349	positive regulation of aldosterone biosynthetic process	biological process
biological process::GO:0032350	regulation of hormone metabolic process	biological process
biological process::GO:0032351	negative regulation of hormone metabolic process	biological process
biological process::GO:0032352	positive regulation of hormone metabolic process	biological process
biological process::GO:0032353	negative regulation of hormone biosynthetic process	biological process
biological process::GO:0032354	response to follicle-stimulating hormone	biological process
biological process::GO:0032355	response to estradiol	biological process
biological process::GO:0032364	oxygen homeostasis	biological process
biological process::GO:0032365	intracellular lipid transport	biological process
biological process::GO:0032366	intracellular sterol transport	biological process
biological process::GO:0032367	intracellular cholesterol transport	biological process
biological process::GO:0032368	regulation of lipid transport	biological process
biological process::GO:0032369	negative regulation of lipid transport	biological process
biological process::GO:0032370	positive regulation of lipid transport	biological process
biological process::GO:0032371	regulation of sterol transport	biological process
biological process::GO:0032372	negative regulation of sterol transport	biological process
biological process::GO:0032373	positive regulation of sterol transport	biological process
biological process::GO:0032374	regulation of cholesterol transport	biological process
biological process::GO:0032375	negative regulation of cholesterol transport	biological process
biological process::GO:0032376	positive regulation of cholesterol transport	biological process
biological process::GO:0032377	regulation of intracellular lipid transport	biological process
biological process::GO:0032380	regulation of intracellular sterol transport	biological process
biological process::GO:0032383	regulation of intracellular cholesterol transport	biological process
biological process::GO:0032386	regulation of intracellular transport	biological process
biological process::GO:0032387	negative regulation of intracellular transport	biological process
biological process::GO:0032388	positive regulation of intracellular transport	biological process
biological process::GO:0032392	DNA geometric change	biological process
biological process::GO:0032400	melanosome localization	biological process
biological process::GO:0032401	establishment of melanosome localization	biological process
biological process::GO:0032402	melanosome transport	biological process
biological process::GO:0032409	regulation of transporter activity	biological process
biological process::GO:0032410	negative regulation of transporter activity	biological process
biological process::GO:0032411	positive regulation of transporter activity	biological process
biological process::GO:0032412	regulation of ion transmembrane transporter activity	biological process
biological process::GO:0032413	negative regulation of ion transmembrane transporter activity	biological process
biological process::GO:0032414	positive regulation of ion transmembrane transporter activity	biological process
biological process::GO:0032415	regulation of sodium:proton antiporter activity	biological process
biological process::GO:0032416	negative regulation of sodium:proton antiporter activity	biological process
biological process::GO:0032417	positive regulation of sodium:proton antiporter activity	biological process
biological process::GO:0032418	lysosome localization	biological process
biological process::GO:0032423	regulation of mismatch repair	biological process
biological process::GO:0032429	regulation of phospholipase A2 activity	biological process
biological process::GO:0032430	positive regulation of phospholipase A2 activity	biological process
biological process::GO:0032431	activation of phospholipase A2 activity	biological process
biological process::GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	biological process
biological process::GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	biological process
biological process::GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	biological process
biological process::GO:0032438	melanosome organization	biological process
biological process::GO:0032439	endosome localization	biological process
biological process::GO:0032446	protein modification by small protein conjugation	biological process
biological process::GO:0032447	protein urmylation	biological process
biological process::GO:0032455	nerve growth factor processing	biological process
biological process::GO:0032456	endocytic recycling	biological process
biological process::GO:0032459	regulation of protein oligomerization	biological process
biological process::GO:0032460	negative regulation of protein oligomerization	biological process
biological process::GO:0032461	positive regulation of protein oligomerization	biological process
biological process::GO:0032462	regulation of protein homooligomerization	biological process
biological process::GO:0032463	negative regulation of protein homooligomerization	biological process
biological process::GO:0032464	positive regulation of protein homooligomerization	biological process
biological process::GO:0032465	regulation of cytokinesis	biological process
biological process::GO:0032466	negative regulation of cytokinesis	biological process
biological process::GO:0032467	positive regulation of cytokinesis	biological process
biological process::GO:0032469	endoplasmic reticulum calcium ion homeostasis	biological process
biological process::GO:0032470	positive regulation of endoplasmic reticulum calcium ion concentration	biological process
biological process::GO:0032471	negative regulation of endoplasmic reticulum calcium ion concentration	biological process
biological process::GO:0032472	Golgi calcium ion transport	biological process
biological process::GO:0032474	otolith morphogenesis	biological process
biological process::GO:0032479	regulation of type I interferon production	biological process
biological process::GO:0032480	negative regulation of type I interferon production	biological process
biological process::GO:0032481	positive regulation of type I interferon production	biological process
biological process::GO:0032482	Rab protein signal transduction	biological process
biological process::GO:0032483	regulation of Rab protein signal transduction	biological process
biological process::GO:0032484	Ral protein signal transduction	biological process
biological process::GO:0032485	regulation of Ral protein signal transduction	biological process
biological process::GO:0032486	Rap protein signal transduction	biological process
biological process::GO:0032487	regulation of Rap protein signal transduction	biological process
biological process::GO:0032488	Cdc42 protein signal transduction	biological process
biological process::GO:0032489	regulation of Cdc42 protein signal transduction	biological process
biological process::GO:0032490	detection of molecule of bacterial origin	biological process
biological process::GO:0032493	response to bacterial lipoprotein	biological process
biological process::GO:0032494	response to peptidoglycan	biological process
biological process::GO:0032495	response to muramyl dipeptide	biological process
biological process::GO:0032496	response to lipopolysaccharide	biological process
biological process::GO:0032497	detection of lipopolysaccharide	biological process
biological process::GO:0032499	detection of peptidoglycan	biological process
biological process::GO:0032504	multicellular organism reproduction	biological process
biological process::GO:0032506	cytokinetic process	biological process
biological process::GO:0032507	maintenance of protein location in cell	biological process
biological process::GO:0032508	DNA duplex unwinding	biological process
biological process::GO:0032509	endosome transport via multivesicular body sorting pathway	biological process
biological process::GO:0032510	endosome to lysosome transport via multivesicular body sorting pathway	biological process
biological process::GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway	biological process
biological process::GO:0032512	regulation of protein phosphatase type 2B activity	biological process
biological process::GO:0032513	negative regulation of protein phosphatase type 2B activity	biological process
biological process::GO:0032515	negative regulation of phosphoprotein phosphatase activity	biological process
biological process::GO:0032516	positive regulation of phosphoprotein phosphatase activity	biological process
biological process::GO:0032525	somite rostral/caudal axis specification	biological process
biological process::GO:0032526	response to retinoic acid	biological process
biological process::GO:0032527	protein exit from endoplasmic reticulum	biological process
biological process::GO:0032528	microvillus organization	biological process
biological process::GO:0032530	regulation of microvillus organization	biological process
biological process::GO:0032532	regulation of microvillus length	biological process
biological process::GO:0032534	regulation of microvillus assembly	biological process
biological process::GO:0032535	regulation of cellular component size	biological process
biological process::GO:0032536	regulation of cell projection size	biological process
biological process::GO:0032543	mitochondrial translation	biological process
biological process::GO:0032570	response to progesterone	biological process
biological process::GO:0032571	response to vitamin K	biological process
biological process::GO:0032594	protein transport within lipid bilayer	biological process
biological process::GO:0032596	protein transport into membrane raft	biological process
biological process::GO:0032602	chemokine production	biological process
biological process::GO:0032606	type I interferon production	biological process
biological process::GO:0032607	interferon-alpha production	biological process
biological process::GO:0032608	interferon-beta production	biological process
biological process::GO:0032609	interferon-gamma production	biological process
biological process::GO:0032611	interleukin-1 beta production	biological process
biological process::GO:0032612	interleukin-1 production	biological process
biological process::GO:0032613	interleukin-10 production	biological process
biological process::GO:0032615	interleukin-12 production	biological process
biological process::GO:0032620	interleukin-17 production	biological process
biological process::GO:0032623	interleukin-2 production	biological process
biological process::GO:0032633	interleukin-4 production	biological process
biological process::GO:0032635	interleukin-6 production	biological process
biological process::GO:0032637	interleukin-8 production	biological process
biological process::GO:0032640	tumor necrosis factor production	biological process
biological process::GO:0032641	lymphotoxin A production	biological process
biological process::GO:0032642	regulation of chemokine production	biological process
biological process::GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production	biological process
biological process::GO:0032647	regulation of interferon-alpha production	biological process
biological process::GO:0032648	regulation of interferon-beta production	biological process
biological process::GO:0032649	regulation of interferon-gamma production	biological process
biological process::GO:0032650	regulation of interleukin-1 alpha production	biological process
biological process::GO:0032651	regulation of interleukin-1 beta production	biological process
biological process::GO:0032652	regulation of interleukin-1 production	biological process
biological process::GO:0032653	regulation of interleukin-10 production	biological process
biological process::GO:0032655	regulation of interleukin-12 production	biological process
biological process::GO:0032656	regulation of interleukin-13 production	biological process
biological process::GO:0032660	regulation of interleukin-17 production	biological process
biological process::GO:0032661	regulation of interleukin-18 production	biological process
biological process::GO:0032663	regulation of interleukin-2 production	biological process
biological process::GO:0032667	regulation of interleukin-23 production	biological process
biological process::GO:0032672	regulation of interleukin-3 production	biological process
biological process::GO:0032673	regulation of interleukin-4 production	biological process
biological process::GO:0032674	regulation of interleukin-5 production	biological process
biological process::GO:0032675	regulation of interleukin-6 production	biological process
biological process::GO:0032677	regulation of interleukin-8 production	biological process
biological process::GO:0032679	regulation of TRAIL production	biological process
biological process::GO:0032680	regulation of tumor necrosis factor production	biological process
biological process::GO:0032682	negative regulation of chemokine production	biological process
biological process::GO:0032687	negative regulation of interferon-alpha production	biological process
biological process::GO:0032688	negative regulation of interferon-beta production	biological process
biological process::GO:0032689	negative regulation of interferon-gamma production	biological process
biological process::GO:0032691	negative regulation of interleukin-1 beta production	biological process
biological process::GO:0032692	negative regulation of interleukin-1 production	biological process
biological process::GO:0032693	negative regulation of interleukin-10 production	biological process
biological process::GO:0032695	negative regulation of interleukin-12 production	biological process
biological process::GO:0032696	negative regulation of interleukin-13 production	biological process
biological process::GO:0032700	negative regulation of interleukin-17 production	biological process
biological process::GO:0032701	negative regulation of interleukin-18 production	biological process
biological process::GO:0032703	negative regulation of interleukin-2 production	biological process
biological process::GO:0032707	negative regulation of interleukin-23 production	biological process
biological process::GO:0032713	negative regulation of interleukin-4 production	biological process
biological process::GO:0032714	negative regulation of interleukin-5 production	biological process
biological process::GO:0032715	negative regulation of interleukin-6 production	biological process
biological process::GO:0032717	negative regulation of interleukin-8 production	biological process
biological process::GO:0032720	negative regulation of tumor necrosis factor production	biological process
biological process::GO:0032722	positive regulation of chemokine production	biological process
biological process::GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	biological process
biological process::GO:0032727	positive regulation of interferon-alpha production	biological process
biological process::GO:0032728	positive regulation of interferon-beta production	biological process
biological process::GO:0032729	positive regulation of interferon-gamma production	biological process
biological process::GO:0032730	positive regulation of interleukin-1 alpha production	biological process
biological process::GO:0032731	positive regulation of interleukin-1 beta production	biological process
biological process::GO:0032732	positive regulation of interleukin-1 production	biological process
biological process::GO:0032733	positive regulation of interleukin-10 production	biological process
biological process::GO:0032735	positive regulation of interleukin-12 production	biological process
biological process::GO:0032736	positive regulation of interleukin-13 production	biological process
biological process::GO:0032740	positive regulation of interleukin-17 production	biological process
biological process::GO:0032741	positive regulation of interleukin-18 production	biological process
biological process::GO:0032743	positive regulation of interleukin-2 production	biological process
biological process::GO:0032747	positive regulation of interleukin-23 production	biological process
biological process::GO:0032752	positive regulation of interleukin-3 production	biological process
biological process::GO:0032753	positive regulation of interleukin-4 production	biological process
biological process::GO:0032754	positive regulation of interleukin-5 production	biological process
biological process::GO:0032755	positive regulation of interleukin-6 production	biological process
biological process::GO:0032757	positive regulation of interleukin-8 production	biological process
biological process::GO:0032759	positive regulation of TRAIL production	biological process
biological process::GO:0032760	positive regulation of tumor necrosis factor production	biological process
biological process::GO:0032762	mast cell cytokine production	biological process
biological process::GO:0032763	regulation of mast cell cytokine production	biological process
biological process::GO:0032764	negative regulation of mast cell cytokine production	biological process
biological process::GO:0032765	positive regulation of mast cell cytokine production	biological process
biological process::GO:0032768	regulation of monooxygenase activity	biological process
biological process::GO:0032769	negative regulation of monooxygenase activity	biological process
biological process::GO:0032770	positive regulation of monooxygenase activity	biological process
biological process::GO:0032776	DNA methylation on cytosine	biological process
biological process::GO:0032780	negative regulation of ATPase activity	biological process
biological process::GO:0032781	positive regulation of ATPase activity	biological process
biological process::GO:0032782	bile acid secretion	biological process
biological process::GO:0032784	regulation of DNA-templated transcription, elongation	biological process
biological process::GO:0032785	negative regulation of DNA-templated transcription, elongation	biological process
biological process::GO:0032786	positive regulation of DNA-templated transcription, elongation	biological process
biological process::GO:0032787	monocarboxylic acid metabolic process	biological process
biological process::GO:0032790	ribosome disassembly	biological process
biological process::GO:0032792	negative regulation of CREB transcription factor activity	biological process
biological process::GO:0032793	positive regulation of CREB transcription factor activity	biological process
biological process::GO:0032796	uropod organization	biological process
biological process::GO:0032799	low-density lipoprotein receptor particle metabolic process	biological process
biological process::GO:0032800	receptor biosynthetic process	biological process
biological process::GO:0032801	receptor catabolic process	biological process
biological process::GO:0032803	regulation of low-density lipoprotein particle receptor catabolic process	biological process
biological process::GO:0032804	negative regulation of low-density lipoprotein particle receptor catabolic process	biological process
biological process::GO:0032805	positive regulation of low-density lipoprotein particle receptor catabolic process	biological process
biological process::GO:0032808	lacrimal gland development	biological process
biological process::GO:0032811	negative regulation of epinephrine secretion	biological process
biological process::GO:0032814	regulation of natural killer cell activation	biological process
biological process::GO:0032815	negative regulation of natural killer cell activation	biological process
biological process::GO:0032816	positive regulation of natural killer cell activation	biological process
biological process::GO:0032817	regulation of natural killer cell proliferation	biological process
biological process::GO:0032819	positive regulation of natural killer cell proliferation	biological process
biological process::GO:0032823	regulation of natural killer cell differentiation	biological process
biological process::GO:0032824	negative regulation of natural killer cell differentiation	biological process
biological process::GO:0032825	positive regulation of natural killer cell differentiation	biological process
biological process::GO:0032826	regulation of natural killer cell differentiation involved in immune response	biological process
biological process::GO:0032827	negative regulation of natural killer cell differentiation involved in immune response	biological process
biological process::GO:0032829	regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	biological process
biological process::GO:0032831	positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	biological process
biological process::GO:0032835	glomerulus development	biological process
biological process::GO:0032836	glomerular basement membrane development	biological process
biological process::GO:0032844	regulation of homeostatic process	biological process
biological process::GO:0032845	negative regulation of homeostatic process	biological process
biological process::GO:0032846	positive regulation of homeostatic process	biological process
biological process::GO:0032847	regulation of cellular pH reduction	biological process
biological process::GO:0032849	positive regulation of cellular pH reduction	biological process
biological process::GO:0032868	response to insulin	biological process
biological process::GO:0032869	cellular response to insulin stimulus	biological process
biological process::GO:0032870	cellular response to hormone stimulus	biological process
biological process::GO:0032872	regulation of stress-activated MAPK cascade	biological process
biological process::GO:0032873	negative regulation of stress-activated MAPK cascade	biological process
biological process::GO:0032874	positive regulation of stress-activated MAPK cascade	biological process
biological process::GO:0032875	regulation of DNA endoreduplication	biological process
biological process::GO:0032876	negative regulation of DNA endoreduplication	biological process
biological process::GO:0032877	positive regulation of DNA endoreduplication	biological process
biological process::GO:0032878	regulation of establishment or maintenance of cell polarity	biological process
biological process::GO:0032880	regulation of protein localization	biological process
biological process::GO:0032881	regulation of polysaccharide metabolic process	biological process
biological process::GO:0032885	regulation of polysaccharide biosynthetic process	biological process
biological process::GO:0032886	regulation of microtubule-based process	biological process
biological process::GO:0032890	regulation of organic acid transport	biological process
biological process::GO:0032891	negative regulation of organic acid transport	biological process
biological process::GO:0032892	positive regulation of organic acid transport	biological process
biological process::GO:0032897	negative regulation of viral transcription	biological process
biological process::GO:0032898	neurotrophin production	biological process
biological process::GO:0032899	regulation of neurotrophin production	biological process
biological process::GO:0032902	nerve growth factor production	biological process
biological process::GO:0032908	regulation of transforming growth factor beta1 production	biological process
biological process::GO:0032909	regulation of transforming growth factor beta2 production	biological process
biological process::GO:0032910	regulation of transforming growth factor beta3 production	biological process
biological process::GO:0032911	negative regulation of transforming growth factor beta1 production	biological process
biological process::GO:0032912	negative regulation of transforming growth factor beta2 production	biological process
biological process::GO:0032914	positive regulation of transforming growth factor beta1 production	biological process
biological process::GO:0032915	positive regulation of transforming growth factor beta2 production	biological process
biological process::GO:0032916	positive regulation of transforming growth factor beta3 production	biological process
biological process::GO:0032922	circadian regulation of gene expression	biological process
biological process::GO:0032924	activin receptor signaling pathway	biological process
biological process::GO:0032925	regulation of activin receptor signaling pathway	biological process
biological process::GO:0032926	negative regulation of activin receptor signaling pathway	biological process
biological process::GO:0032927	positive regulation of activin receptor signaling pathway	biological process
biological process::GO:0032928	regulation of superoxide anion generation	biological process
biological process::GO:0032929	negative regulation of superoxide anion generation	biological process
biological process::GO:0032930	positive regulation of superoxide anion generation	biological process
biological process::GO:0032933	SREBP signaling pathway	biological process
biological process::GO:0032940	secretion by cell	biological process
biological process::GO:0032941	secretion by tissue	biological process
biological process::GO:0032943	mononuclear cell proliferation	biological process
biological process::GO:0032944	regulation of mononuclear cell proliferation	biological process
biological process::GO:0032945	negative regulation of mononuclear cell proliferation	biological process
biological process::GO:0032946	positive regulation of mononuclear cell proliferation	biological process
biological process::GO:0032956	regulation of actin cytoskeleton organization	biological process
biological process::GO:0032957	inositol trisphosphate metabolic process	biological process
biological process::GO:0032958	inositol phosphate biosynthetic process	biological process
biological process::GO:0032959	inositol trisphosphate biosynthetic process	biological process
biological process::GO:0032960	regulation of inositol trisphosphate biosynthetic process	biological process
biological process::GO:0032962	positive regulation of inositol trisphosphate biosynthetic process	biological process
biological process::GO:0032963	collagen metabolic process	biological process
biological process::GO:0032964	collagen biosynthetic process	biological process
biological process::GO:0032965	regulation of collagen biosynthetic process	biological process
biological process::GO:0032966	negative regulation of collagen biosynthetic process	biological process
biological process::GO:0032967	positive regulation of collagen biosynthetic process	biological process
biological process::GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	biological process
biological process::GO:0032970	regulation of actin filament-based process	biological process
biological process::GO:0032971	regulation of muscle filament sliding	biological process
biological process::GO:0032972	regulation of muscle filament sliding speed	biological process
biological process::GO:0032981	mitochondrial respiratory chain complex I assembly	biological process
biological process::GO:0032984	macromolecular complex disassembly	biological process
biological process::GO:0032986	protein-DNA complex disassembly	biological process
biological process::GO:0032988	ribonucleoprotein complex disassembly	biological process
biological process::GO:0032990	cell part morphogenesis	biological process
biological process::GO:0033002	muscle cell proliferation	biological process
biological process::GO:0033003	regulation of mast cell activation	biological process
biological process::GO:0033004	negative regulation of mast cell activation	biological process
biological process::GO:0033005	positive regulation of mast cell activation	biological process
biological process::GO:0033006	regulation of mast cell activation involved in immune response	biological process
biological process::GO:0033007	negative regulation of mast cell activation involved in immune response	biological process
biological process::GO:0033008	positive regulation of mast cell activation involved in immune response	biological process
biological process::GO:0033013	tetrapyrrole metabolic process	biological process
biological process::GO:0033014	tetrapyrrole biosynthetic process	biological process
biological process::GO:0033015	tetrapyrrole catabolic process	biological process
biological process::GO:0033025	regulation of mast cell apoptotic process	biological process
biological process::GO:0033026	negative regulation of mast cell apoptotic process	biological process
biological process::GO:0033028	myeloid cell apoptotic process	biological process
biological process::GO:0033029	regulation of neutrophil apoptotic process	biological process
biological process::GO:0033031	positive regulation of neutrophil apoptotic process	biological process
biological process::GO:0033032	regulation of myeloid cell apoptotic process	biological process
biological process::GO:0033033	negative regulation of myeloid cell apoptotic process	biological process
biological process::GO:0033034	positive regulation of myeloid cell apoptotic process	biological process
biological process::GO:0033044	regulation of chromosome organization	biological process
biological process::GO:0033045	regulation of sister chromatid segregation	biological process
biological process::GO:0033046	negative regulation of sister chromatid segregation	biological process
biological process::GO:0033047	regulation of mitotic sister chromatid segregation	biological process
biological process::GO:0033048	negative regulation of mitotic sister chromatid segregation	biological process
biological process::GO:0033057	multicellular organismal reproductive behavior	biological process
biological process::GO:0033058	directional locomotion	biological process
biological process::GO:0033059	cellular pigmentation	biological process
biological process::GO:0033076	isoquinoline alkaloid metabolic process	biological process
biological process::GO:0033077	T cell differentiation in thymus	biological process
biological process::GO:0033081	regulation of T cell differentiation in thymus	biological process
biological process::GO:0033083	regulation of immature T cell proliferation	biological process
biological process::GO:0033084	regulation of immature T cell proliferation in thymus	biological process
biological process::GO:0033085	negative regulation of T cell differentiation in thymus	biological process
biological process::GO:0033087	negative regulation of immature T cell proliferation	biological process
biological process::GO:0033088	negative regulation of immature T cell proliferation in thymus	biological process
biological process::GO:0033089	positive regulation of T cell differentiation in thymus	biological process
biological process::GO:0033091	positive regulation of immature T cell proliferation	biological process
biological process::GO:0033092	positive regulation of immature T cell proliferation in thymus	biological process
biological process::GO:0033108	mitochondrial respiratory chain complex assembly	biological process
biological process::GO:0033119	negative regulation of RNA splicing	biological process
biological process::GO:0033120	positive regulation of RNA splicing	biological process
biological process::GO:0033121	regulation of purine nucleotide catabolic process	biological process
biological process::GO:0033122	negative regulation of purine nucleotide catabolic process	biological process
biological process::GO:0033123	positive regulation of purine nucleotide catabolic process	biological process
biological process::GO:0033127	regulation of histone phosphorylation	biological process
biological process::GO:0033128	negative regulation of histone phosphorylation	biological process
biological process::GO:0033129	positive regulation of histone phosphorylation	biological process
biological process::GO:0033131	regulation of glucokinase activity	biological process
biological process::GO:0033132	negative regulation of glucokinase activity	biological process
biological process::GO:0033133	positive regulation of glucokinase activity	biological process
biological process::GO:0033135	regulation of peptidyl-serine phosphorylation	biological process
biological process::GO:0033136	serine phosphorylation of STAT3 protein	biological process
biological process::GO:0033137	negative regulation of peptidyl-serine phosphorylation	biological process
biological process::GO:0033138	positive regulation of peptidyl-serine phosphorylation	biological process
biological process::GO:0033139	regulation of peptidyl-serine phosphorylation of STAT protein	biological process
biological process::GO:0033141	positive regulation of peptidyl-serine phosphorylation of STAT protein	biological process
biological process::GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	biological process
biological process::GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	biological process
biological process::GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	biological process
biological process::GO:0033146	regulation of intracellular estrogen receptor signaling pathway	biological process
biological process::GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway	biological process
biological process::GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	biological process
biological process::GO:0033151	V(D)J recombination	biological process
biological process::GO:0033152	immunoglobulin V(D)J recombination	biological process
biological process::GO:0033153	T cell receptor V(D)J recombination	biological process
biological process::GO:0033157	regulation of intracellular protein transport	biological process
biological process::GO:0033158	regulation of protein import into nucleus, translocation	biological process
biological process::GO:0033159	negative regulation of protein import into nucleus, translocation	biological process
biological process::GO:0033160	positive regulation of protein import into nucleus, translocation	biological process
biological process::GO:0033169	histone H3-K9 demethylation	biological process
biological process::GO:0033173	calcineurin-NFAT signaling cascade	biological process
biological process::GO:0033182	regulation of histone ubiquitination	biological process
biological process::GO:0033183	negative regulation of histone ubiquitination	biological process
biological process::GO:0033184	positive regulation of histone ubiquitination	biological process
biological process::GO:0033189	response to vitamin A	biological process
biological process::GO:0033194	response to hydroperoxide	biological process
biological process::GO:0033197	response to vitamin E	biological process
biological process::GO:0033198	response to ATP	biological process
biological process::GO:0033206	meiotic cytokinesis	biological process
biological process::GO:0033209	tumor necrosis factor-mediated signaling pathway	biological process
biological process::GO:0033210	leptin-mediated signaling pathway	biological process
biological process::GO:0033211	adiponectin-activated signaling pathway	biological process
biological process::GO:0033216	ferric iron import	biological process
biological process::GO:0033227	dsRNA transport	biological process
biological process::GO:0033233	regulation of protein sumoylation	biological process
biological process::GO:0033234	negative regulation of protein sumoylation	biological process
biological process::GO:0033235	positive regulation of protein sumoylation	biological process
biological process::GO:0033238	regulation of cellular amine metabolic process	biological process
biological process::GO:0033239	negative regulation of cellular amine metabolic process	biological process
biological process::GO:0033240	positive regulation of cellular amine metabolic process	biological process
biological process::GO:0033260	nuclear DNA replication	biological process
biological process::GO:0033262	regulation of nuclear cell cycle DNA replication	biological process
biological process::GO:0033273	response to vitamin	biological process
biological process::GO:0033274	response to vitamin B2	biological process
biological process::GO:0033275	actin-myosin filament sliding	biological process
biological process::GO:0033277	abortive mitotic cell cycle	biological process
biological process::GO:0033278	cell proliferation in midbrain	biological process
biological process::GO:0033280	response to vitamin D	biological process
biological process::GO:0033292	T-tubule organization	biological process
biological process::GO:0033299	secretion of lysosomal enzymes	biological process
biological process::GO:0033306	phytol metabolic process	biological process
biological process::GO:0033313	meiotic cell cycle checkpoint	biological process
biological process::GO:0033314	mitotic DNA replication checkpoint	biological process
biological process::GO:0033326	cerebrospinal fluid secretion	biological process
biological process::GO:0033327	Leydig cell differentiation	biological process
biological process::GO:0033344	cholesterol efflux	biological process
biological process::GO:0033353	S-adenosylmethionine cycle	biological process
biological process::GO:0033363	secretory granule organization	biological process
biological process::GO:0033364	mast cell secretory granule organization	biological process
biological process::GO:0033365	protein localization to organelle	biological process
biological process::GO:0033383	geranyl diphosphate metabolic process	biological process
biological process::GO:0033384	geranyl diphosphate biosynthetic process	biological process
biological process::GO:0033387	putrescine biosynthetic process from ornithine	biological process
biological process::GO:0033477	S-methylmethionine metabolic process	biological process
biological process::GO:0033483	gas homeostasis	biological process
biological process::GO:0033484	nitric oxide homeostasis	biological process
biological process::GO:0033500	carbohydrate homeostasis	biological process
biological process::GO:0033504	floor plate development	biological process
biological process::GO:0033505	floor plate morphogenesis	biological process
biological process::GO:0033512	L-lysine catabolic process to acetyl-CoA via saccharopine	biological process
biological process::GO:0033522	histone H2A ubiquitination	biological process
biological process::GO:0033523	histone H2B ubiquitination	biological process
biological process::GO:0033528	S-methylmethionine cycle	biological process
biological process::GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	biological process
