drugbank_id	entrez_gene_id	sources	pubmed_ids	actions	affinity_nM	license	urls
DB00343	779	ChEMBL			380.0	CC BY-SA 3.0	
DB00343	786	DrugBank (target)	15320693|17016423|17139284|19929811	inhibitor		CC BY-NC 4.0	
DB00343	1551	DrugBank (enzyme)		inhibitor|substrate		CC BY-NC 4.0	
DB00343	1557	DrugBank (enzyme)	11038161|11560871	substrate		CC BY-NC 4.0	
DB00343	1558	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00343	1559	DrugBank (enzyme)	19934256	inhibitor|substrate		CC BY-NC 4.0	
DB00343	1565	DrugBank (enzyme)	19934256	inhibitor|substrate		CC BY-NC 4.0	
DB00343	1576	ChEMBL|DrugBank (enzyme)	12124305|16248836|19934256|22409598	inhibitor|substrate	479.14199	CC BY-SA 3.0	
DB00343	1577	DrugBank (enzyme)	19934256	inhibitor|substrate		CC BY-NC 4.0	
DB00343	5243	DrugBank (transporter)	11602674|12128170|8099333	inhibitor|substrate		CC BY-NC 4.0	
DB00343	100861540	DrugBank (enzyme)		inhibitor|substrate		CC BY-NC 4.0	
DB00344	1565	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00344	5243	DrugBank (transporter)	11082465	inhibitor		CC BY-NC 4.0	
DB00344	6530	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)	17016423|17139284|20945906|8684598|9537821	inhibitor	1.4	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL668
DB00344	6532	DrugBank (target)|DrugCentral (ChEMBL)|PDSP Ki	1476595|8767026|9537821|9672904|9694957|9928259	inhibitor	19.6	CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL668
DB00345	1244	DrugBank (transporter)	10760098|19319690	inhibitor|substrate		CC BY-NC 4.0	
DB00345	4363	DrugBank (transporter)	10760098	substrate		CC BY-NC 4.0	
DB00345	5243	DrugBank (transporter)	9262363	inhibitor		CC BY-NC 4.0	
DB00345	6566	DrugBank (transporter)	10579682	substrate		CC BY-NC 4.0	
DB00345	6579	DrugBank (transporter)	8779893	substrate		CC BY-NC 4.0	
DB00345	6580	DrugBank (transporter)	11502595|9195965	inhibitor		CC BY-NC 4.0	
DB00345	6582	DrugBank (transporter)	11502595	inhibitor		CC BY-NC 4.0	
DB00345	6583	DrugBank (transporter)	10215651	inhibitor		CC BY-NC 4.0	
DB00345	6584	DrugBank (transporter)	10525100|11160873	inhibitor		CC BY-NC 4.0	
DB00345	9356	DrugBank (transporter)	10336520|10462545|10594788|10703662|10929807|10991988|11408557|11602689|11641438|11669456|11815391|12472777|12538807|12837685|16434549|9228014|9374486|9880528|9887087|9950961	inhibitor|substrate		CC BY-NC 4.0	
DB00345	9376	DrugBank (transporter)	10049739|10224140|11306713|11408557|11669456|11861777|11961115|12011098|12679720|14586168|14762099|15100168	inhibitor|substrate		CC BY-NC 4.0	
DB00345	10599	DrugBank (transporter)	12906759	inhibitor		CC BY-NC 4.0	
DB00345	10864	DrugBank (transporter)	11327718|12065749|9650585	substrate		CC BY-NC 4.0	
DB00345	28232	DrugBank (transporter)	14631946	inhibitor		CC BY-NC 4.0	
DB00345	55867	DrugBank (transporter)	10660625|12063169	inhibitor|substrate		CC BY-NC 4.0	
DB00346	146	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)	11750253|11752352|15639685|16553574|16613526|7658428|8196478|8799556|9122046	agonist|antagonist	3.6	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL709
DB00346	147	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)	11750253|11752352|15639685|16553574|16613526|7658428|8196478|8799556|9122046|9870119	agonist|antagonist	5.79655	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL709
DB00346	148	DrugBank (target)|DrugCentral (ChEMBL)	11750253|11752352|12892027|15639685|16553574|16613526|8196478|8799556|9122046|9223558|9870119	agonist|antagonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL709
DB00346	1576	DrugBank (enzyme)	15555475	substrate		CC BY-NC 4.0	
DB00346	3757	DrugBank (target)				CC BY-NC 4.0	
DB00347	1557	DrugBank (enzyme)	19934256|9879636	substrate		CC BY-NC 4.0	
DB00347	1558	DrugBank (enzyme)	19934256|9879636	substrate		CC BY-NC 4.0	
DB00347	1559	DrugBank (enzyme)	14651673|19934256|9879636	substrate		CC BY-NC 4.0	
DB00347	1571	DrugBank (enzyme)	14651673|19934256|9879636	substrate		CC BY-NC 4.0	
DB00347	1576	DrugBank (enzyme)	14651673|19934256|9879636	substrate		CC BY-NC 4.0	
DB00347	8913	DrugBank (target)|DrugCentral (ChEMBL)	11752352|16171802|17016423|17139284|17291698	blocker|inhibitor		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL695
DB00348	3242	DrugBank (target)|DrugCentral (ChEMBL)	11752352|12142814|14668946|15931360|15931605|18422479	inhibitor		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1337
DB00349	1555	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00349	1557	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00349	1562	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00349	1576	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00349	2554	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL70418
DB00349	2561	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL70418
DB00349	2566	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL70418
DB00349	5243	DrugBank (transporter)		substrate		CC BY-NC 4.0	
DB00349	6529	DrugBank (transporter)	22242724	Other		CC BY-NC 4.0	
DB00349	6538	DrugBank (transporter)	22242724	Other		CC BY-NC 4.0	
DB00350	3758	DrugBank (target)	1601843|16169954|17016423|17139284|18602898|9579735|9646008	inducer		CC BY-NC 4.0	
DB00350	3767	DrugCentral (literature)	18258787	opener		CC BY 4.0	
DB00350	5742	DrugBank (target)	10616041|7560228|9008235	inducer		CC BY-NC 4.0	
DB00350	10060	DrugCentral (literature)	18258787	opener		CC BY 4.0	
DB00351	2908	DrugBank (target)	15595341|18411198|2982481|6222739|9195366|9744490	agonist		CC BY-NC 4.0	
DB00351	5241	DrugBank (target)|DrugCentral (ChEMBL)	11752352|14687437|15086241|15595341|16343217|19434889|19731987|2982481|9744490	agonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201139
DB00351	5243	DrugBank (transporter)	8194172	inhibitor		CC BY-NC 4.0	
DB00352	3251	DrugBank (enzyme)	11545274|11756148|1383700|14529546|15136753	substrate		CC BY-NC 4.0	
DB00352	3614	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL727
DB00352	3615	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL727
DB00352	10257	DrugBank (transporter)	14643890	inhibitor		CC BY-NC 4.0	
DB00353	1576	DrugBank (enzyme)	12583687	inhibitor		CC BY-NC 4.0	
DB00353	1812	DrugBank (target)|DrugCentral (ChEMBL)	10200235|11752352|15930499|17016423|17139284	antagonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201356
DB00353	3354	PDSP Ki	1513320|7984267		89.05998000000001		
DB00353	3355	PDSP Ki	7984267|8380639		30.949959999999997		
DB00353	3356	PDSP Ki	15322733		0.35		
DB00353	3357	ChEMBL|PDSP Ki	11104741|12761331|15322733|20958049		0.60663	CC BY-SA 3.0	
DB00353	3358	PDSP Ki	15322733		4.57		
DB00354	1128	DrugBank (target)	17016423|17139284	antagonist		CC BY-NC 4.0	
DB00354	3269	DrugBank (target)|DrugCentral (ChEMBL)	11752352|17016423|17139284	antagonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200403
DB00355	940139	DrugBank (target)	17016423|17139284|2244291|7487468|9145861	inhibitor		CC BY-NC 4.0	
DB00355	944799	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL158
DB00355	944843	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL158
DB00355	947907	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL158
DB00355	12931886	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL158
DB00355	12932643	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL158
DB00355	12933998	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL158
DB00356	1543	DrugBank (enzyme)	15231049|20164110	substrate		CC BY-NC 4.0	
DB00356	1544	DrugBank (enzyme)	19934256|9825829	substrate		CC BY-NC 4.0	
DB00356	1548	DrugBank (enzyme)	10534312|19934256	substrate		CC BY-NC 4.0	
DB00356	1565	DrugBank (enzyme)	10534312|19934256|9141232	substrate		CC BY-NC 4.0	
DB00356	1571	DrugBank (enzyme)	15255802|9879636|9890159	inhibitor|substrate		CC BY-NC 4.0	
DB00356	1576	DrugBank (enzyme)	19934256|9141232	inhibitor|substrate		CC BY-NC 4.0	
DB00356	3778	DrugBank (target)|DrugCentral (literature)	10712246|12480161|16859676|20505091	opener		CC BY-NC 4.0	
DB00357	1544	DrugBank (enzyme)	6765487	inducer		CC BY-NC 4.0	
DB00357	1557	DrugBank (enzyme)	6765487	inducer		CC BY-NC 4.0	
DB00357	1576	DrugBank (enzyme)	6765487	inducer		CC BY-NC 4.0	
DB00357	1583	DrugBank (target)|DrugCentral (ChEMBL)	11161433|11752352|16817851	inhibitor		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL488
DB00357	1588	BindingDB|ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)	11752352|15267241|15911319|16125392|1613747|16244789|16332571|16474421|17016423|17139284|17602675|1825337|2231592|3361583|3625703|3754286|3968684	inhibitor	954.39089	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL488
DB00358	43	DrugBank (enzyme)	3878759	inhibitor		CC BY-NC 4.0	
DB00358	134	ChEMBL	18406614|24164628		249.43937000000003	CC BY-SA 3.0	
DB00358	135	ChEMBL|DrugBank (target)	18406614|24164628	antagonist	61.0	CC BY-SA 3.0	
DB00358	590	DrugBank (enzyme)	16081111|16501066|3878759	inhibitor		CC BY-NC 4.0	
DB00358	1565	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB00358	1576	DrugBank (enzyme)	19934256	inhibitor|substrate		CC BY-NC 4.0	
DB00358	1588	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB00358	3039	DrugBank (target)	17016423|17139284	antagonist		CC BY-NC 4.0	
DB00358	3040	DrugBank (target)	17016423|17139284	antagonist		CC BY-NC 4.0	
DB00358	5243	DrugBank (transporter)	11031728	inhibitor		CC BY-NC 4.0	
DB00359	1558	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00359	1559	DrugBank (enzyme)	19934256	inhibitor|substrate		CC BY-NC 4.0	
DB00359	1571	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00359	1576	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00359	947691	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL439
DB00359	12932492	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL439
DB00360	4846	DrugBank (target)	10075731|10749876|10924132|10995244|11009561|12003347	cofactor		CC BY-NC 4.0	
DB00360	5053	DrugBank (target)|DrugCentral (ChEMBL)	10089284|10839989|10872454|10924272|11163771	activator|cofactor		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201774
DB00360	5743	DrugBank (enzyme)	17560944	inducer		CC BY-NC 4.0	
DB00360	7054	DrugBank (target)	10197775|10411647|10464780|10543618|10643998|11752352	cofactor		CC BY-NC 4.0	
DB00360	7166	DrugBank (target)	10381000|11472242|12414107|15223360|2665179	cofactor		CC BY-NC 4.0	
DB00361	1565	DrugBank (enzyme)	19934256	inhibitor|substrate		CC BY-NC 4.0	
DB00361	1576	DrugBank (enzyme)	19934256	inhibitor|substrate		CC BY-NC 4.0	
DB00361	5243	DrugBank (transporter)	11602674	inhibitor		CC BY-NC 4.0	
DB00361	7280	DrugCentral (literature)	19010832	inhibitor		CC BY 4.0	
DB00361	10381	DrugCentral (literature)	19010832	inhibitor		CC BY 4.0	
DB00361	10382	DrugCentral (literature)	19010832	inhibitor		CC BY 4.0	
DB00361	10383	DrugCentral (literature)	19010832	inhibitor		CC BY 4.0	
DB00361	81027	DrugCentral (literature)	19010832	inhibitor		CC BY 4.0	
DB00361	84617	DrugCentral (literature)	19010832	inhibitor		CC BY 4.0	
DB00361	203068	DrugBank (target)|DrugCentral (literature)	17016423|17139284|19010832|20403547|7740336|9515574	inhibitor		CC BY-NC 4.0	
DB00361	347688	DrugCentral (literature)	19010832	inhibitor		CC BY 4.0	
DB00361	347733	DrugCentral (literature)	19010832	inhibitor		CC BY 4.0	
DB00362	4981154	DrugBank (target)	16960253|16990627|18473501|19463275|19724014	inhibitor		CC BY-NC 4.0	
DB00363	147	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	148	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	150	ChEMBL|DrugBank (target)	15771415|17848919|22268448	antagonist	66.63332	CC BY-SA 3.0	
DB00363	151	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	152	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	1128	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	1129	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	1131	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	1132	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	1133	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	1543	DrugBank (enzyme)	19934256	inducer		CC BY-NC 4.0	
DB00363	1544	DrugBank (enzyme)	10976659|19515014|19754423|19934256|8846619|9840430	inhibitor|substrate		CC BY-NC 4.0	
DB00363	1545	DrugBank (enzyme)	19934256	inducer		CC BY-NC 4.0	
DB00363	1548	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00363	1557	DrugBank (enzyme)	19515014|19934256	inhibitor|substrate		CC BY-NC 4.0	
DB00363	1558	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00363	1559	DrugBank (enzyme)	19515014|19934256	inhibitor|substrate		CC BY-NC 4.0	
DB00363	1565	DrugBank (enzyme)	19515014|19934256	inhibitor|substrate		CC BY-NC 4.0	
DB00363	1571	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB00363	1576	DrugBank (enzyme)	19515014|19934256	inducer|inhibitor|substrate		CC BY-NC 4.0	
DB00363	1812	DrugBank (target)	11752352	antagonist		CC BY-NC 4.0	
DB00363	1813	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)	10340615|10411491|10450964|10560741|10649982|10987445|10999484|11087581|11170639|11495580|11527728|11752352|11844688|12113813|12372512|12372513|12408724|12639562|12769622|14552778|14575800|14695828|14998318|15286066|15771415|15781964|16040180|16789750|16806922|16809034|18595716|18783204|19091563|19481941|19796944|22243698|23919353|24316025|24631727|7861418|8064797|8642550|8642551|9016321|9240352|9276014|9406594|9871530	antagonist	99.82779000000001	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL42
DB00363	1814	ChEMBL|DrugBank (target)	10340615|10411491|10450964|10560741|10987445|11087581|11170639|11495580|11844688|12113813|14521403|14552778|14998318|15771414|15771415|16789750|17848919|18595716|19072656|19091563|19481941|19796944|20408551|8642550|8642551|9016321|9240352|9276014|9406594|9876110|9990464	antagonist	413.30813	CC BY-SA 3.0	
DB00363	1815	ChEMBL|DrugBank (target)	10340615|10411491|10450964|10560741|10649982|10987445|10999484|11087581|11170639|11495580|11752352|11844688|12113813|12372512|12372513|12408724|12477356|12519065|12639562|12763097|13129658|14552778|14998318|15380206|15886414|15992586|16223700|16789750|18595716|22268448|23353740|24559051|24805037|7861418|8064797|8523409|8642550|8642551|8709107|8831770|9016321|9240352|9276014|9406594|9871530|9876110|9990464	antagonist	25.52155	CC BY-SA 3.0	
DB00363	2328	DrugBank (enzyme)	19515014	substrate		CC BY-NC 4.0	
DB00363	3005	US Patent			1.0		
DB00363	3269	ChEMBL|DrugBank (target)	11752352|17382376|7520908	antagonist	3.1	CC BY-SA 3.0	
DB00363	3350	ChEMBL|DrugBank (target)	11170639|11527728|12564641|12589516|12923612|15213359|15261283|18595716|22268448|24559051	antagonist	194.576	CC BY-SA 3.0	
DB00363	3351	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	3352	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	3354	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	3356	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)|US Patent	11170639|12973385|14530903|14687870|14695828|14751426|14998318|15037867|15771415|18595716|18783204|19796944|22268448|23301527|24559051|7520908|8831770	antagonist	7.7283	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL42
DB00363	3358	ChEMBL|DrugBank (target)|US Patent	11170639|14998318|15771415|15917433|16182256|18595716|18783204|19796944|20719507|23301527|23353740|24559051	antagonist	14.73859	CC BY-SA 3.0	
DB00363	3359	DrugBank (target)	17848919	antagonist		CC BY-NC 4.0	
DB00363	3362	ChEMBL|DrugBank (target)	10715164|11055342|12825922|17848919|18595716|20719507|22537153|24805037	antagonist	8.40237	CC BY-SA 3.0	
DB00363	3363	ChEMBL|DrugBank (target)	10715164|12825922|15771415|17848919|24691057	antagonist	23.886429999999997	CC BY-SA 3.0	
DB00363	5243	DrugBank (transporter)	12031686	substrate		CC BY-NC 4.0	
DB00363	11255	ChEMBL	15634025|19091563		794.75216	CC BY-SA 3.0	
DB00363	50632	DrugBank (target)	11752352	unknown		CC BY-NC 4.0	
DB00363	54657	DrugBank (enzyme)	19515014	substrate		CC BY-NC 4.0	
DB00363	59340	ChEMBL|DrugBank (target)	11752352|16854056|16860312|17346280	antagonist	22.43105	CC BY-SA 3.0	
DB00364	213	DrugBank (carrier)	17016423|17139284|6892775			CC BY-NC 4.0	
DB00364	1950	DrugBank (target)	1957124|1970337|8578218	inducer		CC BY-NC 4.0	
DB00364	2243	DrugBank (target)	6892775	antagonist		CC BY-NC 4.0	
DB00364	2244	DrugBank (target)	6892775	antagonist		CC BY-NC 4.0	
DB00364	2247	DrugBank (target)	1957124|1970337|7948825|8578198|8578218	agonist		CC BY-NC 4.0	
DB00364	2266	DrugBank (target)	6892775	antagonist		CC BY-NC 4.0	
DB00364	5222	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2367706
DB00365	1244	DrugBank (transporter)	9495864	inhibitor		CC BY-NC 4.0	
DB00365	1544	DrugBank (enzyme)	10589374|20210724	substrate		CC BY-NC 4.0	
DB00365	1576	DrugBank (enzyme)	15139788|18040809	substrate		CC BY-NC 4.0	
DB00365	4363	DrugBank (transporter)	10991972	substrate		CC BY-NC 4.0	
DB00365	5243	DrugBank (transporter)	10992002|11370709|15032316	inhibitor|substrate		CC BY-NC 4.0	
DB00365	6582	DrugBank (transporter)	12089365	inhibitor		CC BY-NC 4.0	
DB00365	6584	DrugBank (transporter)	10525100	inhibitor		CC BY-NC 4.0	
DB00365	9356	DrugBank (transporter)	9827570	substrate		CC BY-NC 4.0	
DB00365	950199	DrugBank (target)	10591164|12716775|17016423|17139284|9925527	inhibitor		CC BY-NC 4.0	
DB00365	950391	DrugBank (target)	11796384|11939681|15942701|17016423|17139284	inhibitor		CC BY-NC 4.0	
DB00366	1128	DrugBank (target)	17016423|17139284	antagonist		CC BY-NC 4.0	
DB00366	3269	DrugBank (target)|DrugCentral (ChEMBL)	11752352|17016423|17139284	antagonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1004
DB00367	367	DrugBank (target)	14672731|19833195|19836445|3139361	agonist		CC BY-NC 4.0	
DB00367	1576	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00367	1588	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB00367	2099	DrugBank (target)	16084894|16307966|16325240|16609013|17634204	other		CC BY-NC 4.0	
DB00367	5241	DrugBank (target)|DrugCentral (ChEMBL)	11752352|16084894|16157482|17077229|17484506|17531625	agonist|binder		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1389
DB00367	6462	ChEMBL	18330978		1.2	CC BY-SA 3.0	
DB00367	6715	DrugBank (target)	11075290|11521119	inhibitor		CC BY-NC 4.0	
DB00368	146	DrugBank (target)|DrugCentral (ChEMBL)	15451776|17016423|17139284|17266602|18064417|7582530|7674815	agonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1437|https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
DB00368	147	DrugBank (target)|DrugCentral (ChEMBL)	17016423|17139284|17266602|18064417|7773533|8166240|8294418	agonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1437|https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
DB00368	148	DrugBank (target)|DrugCentral (ChEMBL)	17016423|17139284|17266602|8825367|9138687	agonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1437|https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
DB00368	150	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)|PDSP Ki	10742288|11082457|11306720|11408545|17016423|17139284|18064417|18680204|1980236|7908054|8632424|9605427|9836297	agonist	66.0	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1437|https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
DB00368	151	DrugBank (target)|DrugCentral (ChEMBL)	11053214|11728431|17016423|17139284|18064417|1979424|1980236	agonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
DB00368	152	DrugBank (target)|DrugCentral (ChEMBL)	1654268|17016423|17139284|17410123|18064417|1980236|8590979	agonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1437|https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
DB00368	153	DrugBank (target)|DrugCentral (ChEMBL)	11752352|18064417|19110970|9464897	agonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1437|https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
DB00368	154	DrugBank (target)|DrugCentral (ChEMBL)	11504801|17016423|17139284|18064417|19110970|7969507|9464897|9666280	agonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1437|https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
DB00368	155	DrugBank (target)|DrugCentral (ChEMBL)	17016423|17139284|8097243|8105356|8106131|9464897	agonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2103827
DB00368	1544	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB00368	1813	ChEMBL	3156993		8e-05	CC BY-SA 3.0	
DB00368	5053	DrugBank (target)	1646718|17016423|17139284|2226440|4156788	inhibitor		CC BY-NC 4.0	
DB00368	5460	DrugBank (transporter)	20402963	substrate		CC BY-NC 4.0	
DB00368	6530	DrugBank (transporter)	16573647|16722247|16879714|16989291|17124432	substrate		CC BY-NC 4.0	
DB00368	6570	DrugBank (target)	8643547	binder		CC BY-NC 4.0	
DB00368	6571	DrugBank (target)	8643547	binder		CC BY-NC 4.0	
DB00368	6580	DrugBank (transporter)	8898084|9776363	substrate		CC BY-NC 4.0	
DB00368	6581	DrugBank (transporter)	10196521|9830022	inhibitor|substrate		CC BY-NC 4.0	
DB00368	6582	DrugBank (transporter)	12089365|9687576|9812985|9830022	inhibitor|substrate		CC BY-NC 4.0	
DB00368	6584	DrugBank (transporter)	10454528|11160873	inhibitor		CC BY-NC 4.0	
DB00369	1890	DrugBank (enzyme)	19844936	inhibitor		CC BY-NC 4.0	
DB00369	9356	DrugBank (transporter)	10462545|10703662|10929807	inhibitor|substrate		CC BY-NC 4.0	
DB00369	2703462	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL152
DB00370	148	DrugBank (target)	10762339	binder		CC BY-NC 4.0	
DB00370	150	ChEMBL|DrugBank (target)	10793320|11607047|11931344|11939713|12523492|14628003|15771415	antagonist	20.0	CC BY-SA 3.0	
DB00370	152	DrugBank (target)	15771415|3419539	binder		CC BY-NC 4.0	
DB00370	153	DrugBank (target)	10762339	binder		CC BY-NC 4.0	
DB00370	154	DrugBank (target)	10762339	binder		CC BY-NC 4.0	
DB00370	1544	DrugBank (enzyme)	10997935|11607047|19934256	substrate		CC BY-NC 4.0	
DB00370	1558	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00370	1559	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB00370	1565	DrugBank (enzyme)	10997935|11607047|19934256	inducer|inhibitor|substrate		CC BY-NC 4.0	
DB00370	1576	DrugBank (enzyme)	10997935|11607047|19934256	inhibitor|substrate		CC BY-NC 4.0	
DB00370	1813	DrugBank (target)	12109911|15771415|3419539	binder		CC BY-NC 4.0	
DB00370	1814	ChEMBL|DrugBank (target)	12109911|15771415|3419539		346.6742	CC BY-SA 3.0	
DB00370	1815	ChEMBL	12109911		26.0	CC BY-SA 3.0	
DB00370	3269	ChEMBL|DrugBank (target)	11752352|15771415	antagonist	1.6	CC BY-SA 3.0	
DB00370	3350	ChEMBL	12109911		19.0	CC BY-SA 3.0	
DB00370	3356	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)	10446734|10446735|10446738|10451911|11063897|11607047|15771415	antagonist	69.0	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL654
DB00370	3357	DrugBank (target)	10762339|15771415|3419539|8636062	binder		CC BY-NC 4.0	
DB00370	3358	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)	10762339|11271412|11752352|14615872|15771415|16433010|9832994	antagonist	39.0	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL654
DB00370	3359	DrugBank (target)	10446734|10446735|11607047|11752352|17587360|8930006	antagonist		CC BY-NC 4.0	
