abbrev	attempts	complete	cumulative_attempts	duplicate	excluded	metaedge	same_edge	self_loop	unchanged	undirected_duplicate	permutation
GpCC	36783	0.4	147132	0.11282	0	Gene - participates - Cellular Component	0	0	0.081124	0	2
GpCC	36783	0.5	183915	0.11663	0	Gene - participates - Cellular Component	0	0	0.067749	0	2
GpCC	36783	0.6	220698	0.11524	0	Gene - participates - Cellular Component	0	0	0.06242	0	2
GpCC	36783	0.7	257481	0.11195	0	Gene - participates - Cellular Component	5.4373e-05	0	0.060925	0	2
GpCC	36783	0.8	294264	0.11367	0	Gene - participates - Cellular Component	0	0	0.060055	0	2
GpCC	36783	0.9	331047	0.11304	0	Gene - participates - Cellular Component	2.7186e-05	0	0.061006	0	2
GpCC	36782	1	367829	0.11579	0	Gene - participates - Cellular Component	2.7187e-05	0	0.061129	0	2
DaG	6312	0.10001	6311	0.22259	0	Disease - associates - Gene	0	0	0.48229	0	2
DaG	6311	0.2	12622	0.2109	0	Disease - associates - Gene	0	0	0.26982	0	2
DaG	6311	0.29999	18933	0.20678	0	Disease - associates - Gene	0	0	0.18023	0	2
DaG	6311	0.39998	25244	0.20298	0	Disease - associates - Gene	0	0	0.14204	0	2
DaG	6311	0.49998	31555	0.20203	0	Disease - associates - Gene	0.00031691	0	0.12897	0	2
DaG	6311	0.59997	37866	0.21106	0	Disease - associates - Gene	0	0	0.1224	0	2
DaG	6311	0.69996	44177	0.20615	0	Disease - associates - Gene	0	0	0.11931	0	2
DaG	6311	0.79995	50488	0.19886	0	Disease - associates - Gene	0	0	0.11598	0	2
DaG	6311	0.89994	56799	0.20742	0	Disease - associates - Gene	0.00015845	0	0.1163	0	2
DaG	6311	0.99994	63110	0.21328	0	Disease - associates - Gene	0	0	0.11083	0	2
DaG	4	1	63114	0	0	Disease - associates - Gene	0	0	0.11083	0	2
DrD	272	0.10018	271	0.16544	0	Disease - resembles - Disease	0.0073529	0.014706	0.52855	0.051471	2
DrD	271	0.2	542	0.24723	0	Disease - resembles - Disease	0	0.01107	0.30387	0.0369	2
DrD	271	0.29982	813	0.18081	0	Disease - resembles - Disease	0	0.01845	0.19521	0.04059	2
DrD	271	0.39963	1084	0.22509	0	Disease - resembles - Disease	0	0.01476	0.15285	0.0369	2
DrD	271	0.49945	1355	0.23985	0	Disease - resembles - Disease	0.00369	0.01107	0.1418	0.059041	2
DrD	271	0.59926	1626	0.1845	0	Disease - resembles - Disease	0.00369	0.01107	0.13812	0.055351	2
DrD	271	0.69908	1897	0.18081	0	Disease - resembles - Disease	0.0073801	0.02583	0.12707	0.04428	2
DrD	271	0.7989	2168	0.25092	0	Disease - resembles - Disease	0	0.01476	0.12339	0.066421	2
DrD	271	0.89871	2439	0.23985	0	Disease - resembles - Disease	0	0.01107	0.11971	0.062731	2
DrD	271	0.99853	2710	0.25092	0	Disease - resembles - Disease	0	0.00369	0.1105	0.051661	2
DrD	4	1	2714	0.5	0	Disease - resembles - Disease	0	0	0.1105	0	2
CcSE	69473	0.1	69472	0.59796	0	Compound - causes - Side Effect	1.4394e-05	0	0.70176	0	2
CcSE	69472	0.2	138944	0.59941	0	Compound - causes - Side Effect	0	0	0.5401	0	2
CcSE	69472	0.3	208416	0.6004	0	Compound - causes - Side Effect	0	0	0.45212	0	2
CcSE	69472	0.4	277888	0.59885	0	Compound - causes - Side Effect	0	0	0.40282	0	2
CcSE	69472	0.5	347360	0.59847	0	Compound - causes - Side Effect	1.4394e-05	0	0.37481	0	2
CcSE	69472	0.6	416832	0.59627	0	Compound - causes - Side Effect	0	0	0.35894	0	2
CcSE	69472	0.7	486304	0.60064	0	Compound - causes - Side Effect	2.8789e-05	0	0.34953	0	2
CcSE	69472	0.8	555776	0.59931	0	Compound - causes - Side Effect	0	0	0.34583	0	2
CcSE	69472	0.9	625248	0.59785	0	Compound - causes - Side Effect	0	0	0.34298	0	2
CcSE	69471	1	694719	0.59848	0	Compound - causes - Side Effect	0	0	0.34039	0	2
DuG	25144	0.1	25143	0.43847	0	Disease - upregulates - Gene	0.00015908	0	0.6093	0	2
DuG	25143	0.2	50286	0.42755	0	Disease - upregulates - Gene	0	0	0.4258	0	2
DuG	25143	0.3	75429	0.44072	0	Disease - upregulates - Gene	3.9773e-05	0	0.3418	0	2
DuG	25143	0.4	100572	0.43432	0	Disease - upregulates - Gene	0	0	0.30177	0	2
DuG	25143	0.49999	125715	0.43794	0	Disease - upregulates - Gene	0	0	0.28196	0	2
DuG	25143	0.59999	150858	0.43396	0	Disease - upregulates - Gene	0	0	0.27081	0	2
DuG	25143	0.69999	176001	0.43197	0	Disease - upregulates - Gene	3.9773e-05	0	0.2675	0	2
DuG	25143	0.79999	201144	0.43201	0	Disease - upregulates - Gene	3.9773e-05	0	0.26669	0	2
DuG	25143	0.89999	226287	0.43694	0	Disease - upregulates - Gene	3.9773e-05	0	0.26611	0	2
DuG	25143	0.99998	251430	0.43917	0	Disease - upregulates - Gene	0	0	0.26299	0	2
DuG	4	1	251434	0.5	0	Disease - upregulates - Gene	0	0	0.26303	0	2
DpS	1679	0.10003	1678	0.30613	0	Disease - presents - Symptom	0.0011912	0	0.52636	0	2
DpS	1678	0.2	3356	0.2801	0	Disease - presents - Symptom	0	0	0.32082	0	2
DpS	1678	0.29997	5034	0.3081	0	Disease - presents - Symptom	0.0011919	0	0.23354	0	2
DpS	1678	0.39994	6712	0.31406	0	Disease - presents - Symptom	0.00059595	0	0.19452	0	2
DpS	1678	0.49991	8390	0.29082	0	Disease - presents - Symptom	0.00059595	0	0.1829	0	2
DpS	1678	0.59988	10068	0.30691	0	Disease - presents - Symptom	0	0	0.17248	0	2
DpS	1678	0.69985	11746	0.29201	0	Disease - presents - Symptom	0.00059595	0	0.16473	0	2
DpS	1678	0.79982	13424	0.31704	0	Disease - presents - Symptom	0.0011919	0	0.16056	0	2
DpS	1678	0.89979	15102	0.28903	0	Disease - presents - Symptom	0	0	0.15937	0	2
DpS	1678	0.99976	16780	0.3087	0	Disease - presents - Symptom	0.00059595	0	0.15996	0	2
DpS	4	1	16784	0.25	0	Disease - presents - Symptom	0	0	0.15996	0	2
CpD	196	0.10051	195	0.15816	0	Compound - palliates - Disease	0.010204	0	0.47179	0	2
CpD	195	0.20051	390	0.14872	0	Compound - palliates - Disease	0.0051282	0	0.26923	0	2
CpD	195	0.30051	585	0.13846	0	Compound - palliates - Disease	0	0	0.1359	0	2
CpD	195	0.40051	780	0.17949	0	Compound - palliates - Disease	0	0	0.10256	0	2
CpD	195	0.50051	975	0.12821	0	Compound - palliates - Disease	0.0051282	0	0.10513	0	2
CpD	195	0.60051	1170	0.15897	0	Compound - palliates - Disease	0	0	0.10769	0	2
CpD	195	0.70051	1365	0.13846	0	Compound - palliates - Disease	0	0	0.13077	0	2
CpD	195	0.80051	1560	0.18974	0	Compound - palliates - Disease	0.010256	0	0.12308	0	2
CpD	195	0.90051	1755	0.18462	0	Compound - palliates - Disease	0.0051282	0	0.11795	0	2
CpD	194	1	1949	0.13402	0	Compound - palliates - Disease	0	0	0.092308	0	2
GcG	30846	0.1	30845	0.046035	0	Gene - covaries - Gene	6.4838e-05	0.00074564	0.39715	0.012579	2
GcG	30845	0.2	61690	0.045032	0	Gene - covaries - Gene	0	0.00071324	0.16573	0.011769	2
GcG	30845	0.3	92535	0.047463	0	Gene - covaries - Gene	0	0.0008105	0.076852	0.012903	2
GcG	30845	0.4	123380	0.048954	0	Gene - covaries - Gene	0	0.00055114	0.043297	0.01206	2
GcG	30845	0.5	154225	0.047398	0	Gene - covaries - Gene	0	0.00055114	0.031253	0.01326	2
GcG	30845	0.6	185070	0.047074	0	Gene - covaries - Gene	3.242e-05	0.00084292	0.027055	0.012644	2
GcG	30845	0.7	215915	0.04662	0	Gene - covaries - Gene	3.242e-05	0.00035662	0.02425	0.011736	2
GcG	30845	0.8	246760	0.046977	0	Gene - covaries - Gene	3.242e-05	0.00061598	0.023099	0.01219	2
GcG	30845	0.9	277605	0.044999	0	Gene - covaries - Gene	3.242e-05	0.00074566	0.022629	0.011995	2
GcG	30844	1	308449	0.045681	0	Gene - covaries - Gene	3.2421e-05	0.00064842	0.022613	0.012061	2
CbG	5786	0.10001	5785	0.21258	0	Compound - binds - Gene	0	0	0.47999	0	2
CbG	5785	0.2	11570	0.20933	0	Compound - binds - Gene	0	0	0.26627	0	2
CbG	5785	0.29999	17355	0.20709	0	Compound - binds - Gene	0	0	0.1712	0	2
CbG	5785	0.39998	23140	0.21037	0	Compound - binds - Gene	0.00017286	0	0.12799	0	2
CbG	5785	0.49997	28925	0.21279	0	Compound - binds - Gene	0.00051858	0	0.11425	0	2
CbG	5785	0.59997	34710	0.20899	0	Compound - binds - Gene	0	0	0.10976	0	2
CbG	5785	0.69996	40495	0.20622	0	Compound - binds - Gene	0	0	0.10431	0	2
CbG	5785	0.79995	46280	0.2038	0	Compound - binds - Gene	0	0	0.10561	0	2
CbG	5785	0.89994	52065	0.21487	0	Compound - binds - Gene	0	0	0.10812	0	2
CbG	5785	0.99993	57850	0.2083	0	Compound - binds - Gene	0.00017286	0	0.10328	0	2
CbG	4	1	57854	0.25	0	Compound - binds - Gene	0	0	0.10336	0	2
PBrG	183261	0.1	183260	0.082112	0	Perturbation - regulates - Gene	5.4567e-06	0	0.41114	0	2
PBrG	183260	0.2	366520	0.083068	0	Perturbation - regulates - Gene	0	0	0.18318	0	2
PBrG	183260	0.3	549780	0.081742	0	Perturbation - regulates - Gene	0	0	0.096382	0	2
PBrG	183260	0.4	733040	0.082217	0	Perturbation - regulates - Gene	0	0	0.062881	0	2
PBrG	183260	0.5	916300	0.082353	0	Perturbation - regulates - Gene	0	0	0.050033	0	2
PBrG	183260	0.6	1099560	0.081584	0	Perturbation - regulates - Gene	5.4567e-06	0	0.044865	0	2
PBrG	183260	0.7	1282820	0.082598	0	Perturbation - regulates - Gene	5.4567e-06	0	0.042243	0	2
PBrG	183260	0.8	1466080	0.082582	0	Perturbation - regulates - Gene	0	0	0.041908	0	2
PBrG	183260	0.9	1649340	0.083002	0	Perturbation - regulates - Gene	0	0	0.041599	0	2
PBrG	183259	1	1832599	0.082321	0	Perturbation - regulates - Gene	0	0	0.04146	0	2
GpPW	39023	0.1	39022	0.10499	0	Gene - participates - Pathway	2.5626e-05	0	0.4218	0	2
GpPW	39022	0.2	78044	0.10494	0	Gene - participates - Pathway	0	0	0.1963	0	2
GpPW	39022	0.3	117066	0.10609	0	Gene - participates - Pathway	0	0	0.10623	0	2
GpPW	39022	0.4	156088	0.10366	0	Gene - participates - Pathway	0	0	0.070882	0	2
GpPW	39022	0.5	195110	0.10084	0	Gene - participates - Pathway	0	0	0.057774	0	2
GpPW	39022	0.59999	234132	0.1053	0	Gene - participates - Pathway	5.1253e-05	0	0.053418	0	2
GpPW	39022	0.69999	273154	0.10499	0	Gene - participates - Pathway	0	0	0.051009	0	2
GpPW	39022	0.79999	312176	0.10266	0	Gene - participates - Pathway	0	0	0.051432	0	2
GpPW	39022	0.89999	351198	0.10504	0	Gene - participates - Pathway	0	0	0.050702	0	2
GpPW	39022	0.99999	390220	0.10448	0	Gene - participates - Pathway	5.1253e-05	0	0.051368	0	2
GpPW	4	1	390224	0	0	Gene - participates - Pathway	0	0	0.051368	0	2
CrC	3244	0.10003	3243	0.052404	0	Compound - resembles - Compound	0.00030826	0.0030826	0.40194	0.012022	2
CrC	3243	0.20003	6486	0.049645	0	Compound - resembles - Compound	0	0.0012334	0.16867	0.011409	2
CrC	3243	0.30003	9729	0.049954	0	Compound - resembles - Compound	0	0.0030836	0.082177	0.015109	2
CrC	3243	0.40003	12972	0.04132	0	Compound - resembles - Compound	0	0.0015418	0.047333	0.0098674	2
CrC	3243	0.50003	16215	0.050879	0	Compound - resembles - Compound	0	0.0012334	0.037619	0.010792	2
CrC	3243	0.60003	19458	0.053654	0	Compound - resembles - Compound	0	0.0021585	0.030681	0.011101	2
CrC	3243	0.70003	22701	0.047179	0	Compound - resembles - Compound	0.00030836	0.0021585	0.028677	0.012026	2
CrC	3243	0.80003	25944	0.053037	0	Compound - resembles - Compound	0.00030836	0.0015418	0.028523	0.0095591	2
CrC	3243	0.90003	29187	0.04502	0	Compound - resembles - Compound	0	0.0037003	0.026519	0.012026	2
CrC	3242	1	32429	0.053979	0	Compound - resembles - Compound	0.00030845	0.0018507	0.026673	0.010487	2
CtD	378	0.10013	377	0.20106	0	Compound - treats - Disease	0.0026455	0	0.48212	0	2
CtD	377	0.2	754	0.22016	0	Compound - treats - Disease	0	0	0.28079	0	2
CtD	377	0.29987	1131	0.23607	0	Compound - treats - Disease	0.005305	0	0.18543	0	2
CtD	377	0.39974	1508	0.22546	0	Compound - treats - Disease	0.0026525	0	0.13775	0	2
CtD	377	0.4996	1885	0.18833	0	Compound - treats - Disease	0	0	0.12053	0	2
CtD	377	0.59947	2262	0.18833	0	Compound - treats - Disease	0	0	0.10596	0	2
CtD	377	0.69934	2639	0.27851	0	Compound - treats - Disease	0.0026525	0	0.13245	0	2
CtD	377	0.79921	3016	0.2069	0	Compound - treats - Disease	0	0	0.12053	0	2
CtD	377	0.89907	3393	0.2069	0	Compound - treats - Disease	0.005305	0	0.1245	0	2
CtD	377	0.99894	3770	0.20159	0	Compound - treats - Disease	0	0	0.1351	0	2
CtD	4	1	3774	0	0	Compound - treats - Disease	0	0	0.13377	0	2
CuG	16035	0.1	16034	0.43736	0	Compound - upregulates - Gene	0	0	0.60342	0	2
CuG	16034	0.2	32068	0.43726	0	Compound - upregulates - Gene	6.2367e-05	0	0.41542	0	2
CuG	16034	0.3	48102	0.43102	0	Compound - upregulates - Gene	0	0	0.32414	0	2
CuG	16034	0.39999	64136	0.44106	0	Compound - upregulates - Gene	0	0	0.27899	0	2
CuG	16034	0.49999	80170	0.43283	0	Compound - upregulates - Gene	0.00012473	0	0.25626	0	2
CuG	16034	0.59999	96204	0.44	0	Compound - upregulates - Gene	0	0	0.24775	0	2
CuG	16034	0.69998	112238	0.43626	0	Compound - upregulates - Gene	0	0	0.24001	0	2
CuG	16034	0.79998	128272	0.4362	0	Compound - upregulates - Gene	0	0	0.23677	0	2
CuG	16034	0.89998	144306	0.43676	0	Compound - upregulates - Gene	6.2367e-05	0	0.23652	0	2
CuG	16034	0.99998	160340	0.44449	0	Compound - upregulates - Gene	0	0	0.23347	0	2
CuG	4	1	160344	0.5	0	Compound - upregulates - Gene	0	0	0.2335	0	2
GpBP	279753	0.1	279752	0.11617	0	Gene - participates - Biological Process	0	0	0.42746	0	2
GpBP	279752	0.2	559504	0.11575	0	Gene - participates - Biological Process	0	0	0.203	0	2
GpBP	279752	0.3	839256	0.11553	0	Gene - participates - Biological Process	0	0	0.11448	0	2
GpBP	279752	0.4	1119008	0.11447	0	Gene - participates - Biological Process	0	0	0.08015	0	2
GpBP	279752	0.5	1398760	0.11662	0	Gene - participates - Biological Process	0	0	0.066806	0	2
GpBP	279752	0.6	1678512	0.11495	0	Gene - participates - Biological Process	0	0	0.061569	0	2
GpBP	279752	0.7	1958264	0.11557	0	Gene - participates - Biological Process	0	0	0.059097	0	2
GpBP	279752	0.8	2238016	0.11577	0	Gene - participates - Biological Process	0	0	0.057776	0	2
GpBP	279752	0.9	2517768	0.11639	0	Gene - participates - Biological Process	7.1492e-06	0	0.057463	0	2
GpBP	279751	1	2797519	0.11536	0	Gene - participates - Biological Process	0	0	0.057515	0	2
AuG	48925	0.1	48924	0.43334	0	Anatomy - upregulates - Gene	2.0439e-05	0	0.60296	0	2
AuG	48924	0.2	97848	0.437	0	Anatomy - upregulates - Gene	0	0	0.41974	0	2
AuG	48924	0.3	146772	0.43126	0	Anatomy - upregulates - Gene	0	0	0.33261	0	2
AuG	48924	0.4	195696	0.4305	0	Anatomy - upregulates - Gene	2.044e-05	0	0.29239	0	2
AuG	48924	0.5	244620	0.43347	0	Anatomy - upregulates - Gene	0	0	0.27299	0	2
AuG	48924	0.6	293544	0.43292	0	Anatomy - upregulates - Gene	4.088e-05	0	0.26348	0	2
AuG	48924	0.7	342468	0.43427	0	Anatomy - upregulates - Gene	2.044e-05	0	0.25942	0	2
AuG	48924	0.8	391392	0.43666	0	Anatomy - upregulates - Gene	2.044e-05	0	0.25871	0	2
AuG	48924	0.9	440316	0.43629	0	Anatomy - upregulates - Gene	0	0	0.25772	0	2
AuG	48923	1	489239	0.43037	0	Anatomy - upregulates - Gene	6.1321e-05	0	0.25656	0	2
GiG	73583	0.1	73582	0.13624	0	Gene - interacts - Gene	1.359e-05	0.0021201	0.46219	0.05099	2
GiG	73582	0.2	147164	0.13611	0	Gene - interacts - Gene	0	0.0019706	0.23939	0.049346	2
GiG	73582	0.3	220746	0.13449	0	Gene - interacts - Gene	1.359e-05	0.002188	0.14416	0.050325	2
GiG	73582	0.4	294328	0.13715	0	Gene - interacts - Gene	1.359e-05	0.002025	0.10439	0.048884	2
GiG	73582	0.5	367910	0.13422	0	Gene - interacts - Gene	2.7181e-05	0.0018619	0.086509	0.048667	2
GiG	73582	0.6	441492	0.13598	0	Gene - interacts - Gene	1.359e-05	0.0019978	0.078226	0.051385	2
GiG	73582	0.7	515074	0.13446	0	Gene - interacts - Gene	1.359e-05	0.0017667	0.073612	0.048245	2
GiG	73582	0.8	588656	0.13544	0	Gene - interacts - Gene	0	0.0019706	0.071831	0.050135	2
GiG	73582	0.9	662238	0.13683	0	Gene - interacts - Gene	0	0.0019298	0.069766	0.049659	2
GiG	73581	1	735819	0.13518	0	Gene - interacts - Gene	0	0.0018619	0.06857	0.049564	2
Gr>G	181156	0.1	181155	0.35451	0	Gene > regulates > Gene	0	0.00040297	0.55561	0	2
Gr>G	181155	0.2	362310	0.3562	0	Gene > regulates > Gene	5.5201e-06	0.00044161	0.3519	0	2
Gr>G	181155	0.3	543465	0.35387	0	Gene > regulates > Gene	0	0.00035329	0.25731	0	2
Gr>G	181155	0.4	724620	0.35427	0	Gene > regulates > Gene	0	0.00047473	0.21293	0	2
Gr>G	181155	0.5	905775	0.35447	0	Gene > regulates > Gene	0	0.00043609	0.19066	0	2
Gr>G	181155	0.6	1086930	0.35439	0	Gene > regulates > Gene	0	0.00041401	0.18078	0	2
Gr>G	181155	0.7	1268085	0.3564	0	Gene > regulates > Gene	0	0.00049129	0.17578	0	2
Gr>G	181155	0.8	1449240	0.35506	0	Gene > regulates > Gene	0	0.00041401	0.17338	0	2
Gr>G	181155	0.9	1630395	0.35536	0	Gene > regulates > Gene	5.5201e-06	0.00044713	0.17205	0	2
Gr>G	181154	1	1811549	0.35409	0	Gene > regulates > Gene	0	0.00049129	0.17154	0	2
AeG	263204	0.1	263203	0.90553	0	Anatomy - expresses - Gene	3.7993e-06	0	0.91849	0	2
AeG	263203	0.2	526406	0.90634	0	Anatomy - expresses - Gene	0	0	0.8591	0	2
AeG	263203	0.3	789609	0.90706	0	Anatomy - expresses - Gene	3.7993e-06	0	0.81478	0	2
AeG	263203	0.4	1052812	0.90697	0	Anatomy - expresses - Gene	0	0	0.78125	0	2
AeG	263203	0.5	1316015	0.90646	0	Anatomy - expresses - Gene	0	0	0.75597	0	2
AeG	263203	0.6	1579218	0.90629	0	Anatomy - expresses - Gene	0	0	0.73615	0	2
AeG	263203	0.7	1842421	0.90595	0	Anatomy - expresses - Gene	0	0	0.72116	0	2
AeG	263203	0.8	2105624	0.90583	0	Anatomy - expresses - Gene	0	0	0.70969	0	2
AeG	263203	0.9	2368827	0.90608	0	Anatomy - expresses - Gene	3.7993e-06	0	0.70092	0	2
AeG	263203	1	2632030	0.90583	0	Anatomy - expresses - Gene	0	0	0.69425	0	2
AeG	4	1	2632034	0.75	0	Anatomy - expresses - Gene	0	0	0.69425	0	2
GpMF	48612	0.1	48611	0.079178	0	Gene - participates - Molecular Function	0	0	0.40818	0	2
GpMF	48611	0.2	97222	0.080188	0	Gene - participates - Molecular Function	0	0	0.18319	0	2
GpMF	48611	0.3	145833	0.08062	0	Gene - participates - Molecular Function	0	0	0.097406	0	2
GpMF	48611	0.4	194444	0.07918	0	Gene - participates - Molecular Function	2.0571e-05	0	0.063802	0	2
GpMF	48611	0.5	243055	0.081052	0	Gene - participates - Molecular Function	2.0571e-05	0	0.050349	0	2
GpMF	48611	0.6	291666	0.078233	0	Gene - participates - Molecular Function	0	0	0.045628	0	2
GpMF	48611	0.7	340277	0.079673	0	Gene - participates - Molecular Function	4.1143e-05	0	0.044023	0	2
GpMF	48611	0.8	388888	0.080167	0	Gene - participates - Molecular Function	0	0	0.04283	0	2
GpMF	48611	0.9	437499	0.080825	0	Gene - participates - Molecular Function	0	0	0.042316	0	2
GpMF	48610	1	486109	0.079428	0	Gene - participates - Molecular Function	2.0572e-05	0	0.040978	0	2
DdG	24345	0.1	24344	0.40748	0	Disease - downregulates - Gene	8.2152e-05	0	0.59214	0	2
DdG	24344	0.2	48688	0.40762	0	Disease - downregulates - Gene	0	0	0.40562	0	2
DdG	24344	0.3	73032	0.39948	0	Disease - downregulates - Gene	4.1078e-05	0	0.321	0	2
DdG	24344	0.4	97376	0.40417	0	Disease - downregulates - Gene	0	0	0.28077	0	2
DdG	24344	0.5	121720	0.40478	0	Disease - downregulates - Gene	4.1078e-05	0	0.263	0	2
DdG	24344	0.6	146064	0.39907	0	Disease - downregulates - Gene	0	0	0.25505	0	2
DdG	24344	0.7	170408	0.39903	0	Disease - downregulates - Gene	8.2156e-05	0	0.25023	0	2
DdG	24344	0.8	194752	0.4003	0	Disease - downregulates - Gene	8.2156e-05	0	0.2493	0	2
DdG	24344	0.9	219096	0.40774	0	Disease - downregulates - Gene	0	0	0.24731	0	2
DdG	24343	1	243439	0.40357	0	Disease - downregulates - Gene	4.108e-05	0	0.24519	0	2
CdG	18199	0.10001	18198	0.50959	0	Compound - downregulates - Gene	0.00016484	0	0.64735	0	2
CdG	18198	0.20001	36396	0.50264	0	Compound - downregulates - Gene	0	0	0.46623	0	2
CdG	18198	0.30001	54594	0.50192	0	Compound - downregulates - Gene	0	0	0.37139	0	2
CdG	18198	0.40001	72792	0.50396	0	Compound - downregulates - Gene	0	0	0.32341	0	2
CdG	18198	0.50001	90990	0.50335	0	Compound - downregulates - Gene	5.4951e-05	0	0.29805	0	2
CdG	18198	0.60001	109188	0.49577	0	Compound - downregulates - Gene	0.0001099	0	0.28459	0	2
CdG	18198	0.70001	127386	0.50368	0	Compound - downregulates - Gene	0	0	0.27742	0	2
CdG	18198	0.80001	145584	0.50121	0	Compound - downregulates - Gene	5.4951e-05	0	0.27253	0	2
CdG	18198	0.90001	163782	0.50319	0	Compound - downregulates - Gene	0	0	0.27008	0	2
CdG	18197	1	181979	0.50503	0	Compound - downregulates - Gene	5.4954e-05	0	0.2683	0	2
AdG	51121	0.1	51120	0.55625	0	Anatomy - downregulates - Gene	1.9561e-05	0	0.67831	0	2
AdG	51120	0.2	102240	0.55994	0	Anatomy - downregulates - Gene	0	0	0.51615	0	2
AdG	51120	0.3	153360	0.55759	0	Anatomy - downregulates - Gene	0	0	0.43229	0	2
AdG	51120	0.4	204480	0.56526	0	Anatomy - downregulates - Gene	3.9124e-05	0	0.38935	0	2
AdG	51120	0.5	255600	0.55892	0	Anatomy - downregulates - Gene	0	0	0.36621	0	2
AdG	51120	0.6	306720	0.56045	0	Anatomy - downregulates - Gene	0	0	0.35531	0	2
AdG	51120	0.7	357840	0.56064	0	Anatomy - downregulates - Gene	1.9562e-05	0	0.34948	0	2
AdG	51120	0.8	408960	0.56095	0	Anatomy - downregulates - Gene	1.9562e-05	0	0.34554	0	2
AdG	51120	0.9	460080	0.55507	0	Anatomy - downregulates - Gene	0	0	0.34362	0	2
AdG	51119	1	511199	0.5603	0	Anatomy - downregulates - Gene	1.9562e-05	0	0.34172	0	2
DlA	1802	0.10006	1801	0.25416	0	Disease - localizes - Anatomy	0.0011099	0	0.49473	0	2
DlA	1801	0.20006	3602	0.22765	0	Disease - localizes - Anatomy	0.0011105	0	0.28207	0	2
DlA	1801	0.30006	5403	0.23542	0	Disease - localizes - Anatomy	0.00055525	0	0.19045	0	2
DlA	1801	0.40006	7204	0.24542	0	Disease - localizes - Anatomy	0.0011105	0	0.15686	0	2
DlA	1801	0.50006	9005	0.24486	0	Disease - localizes - Anatomy	0	0	0.14464	0	2
DlA	1801	0.60006	10806	0.23598	0	Disease - localizes - Anatomy	0.00055525	0	0.13465	0	2
DlA	1801	0.70006	12607	0.24431	0	Disease - localizes - Anatomy	0.00055525	0	0.14214	0	2
DlA	1801	0.80006	14408	0.23154	0	Disease - localizes - Anatomy	0.00055525	0	0.12882	0	2
DlA	1801	0.90006	16209	0.23931	0	Disease - localizes - Anatomy	0	0	0.13159	0	2
DlA	1800	1	18009	0.25778	0	Disease - localizes - Anatomy	0	0	0.13659	0	2
PCiC	5480	0.10001	5479	0.11788	0	Pharmacologic Class - includes - Compound	0	0	0.4275	0	3
PCiC	5479	0.2	10958	0.11115	0	Pharmacologic Class - includes - Compound	0	0	0.2033	0	3
PCiC	5479	0.29999	16437	0.11152	0	Pharmacologic Class - includes - Compound	0	0	0.11251	0	3
PCiC	5479	0.39998	21916	0.11863	0	Pharmacologic Class - includes - Compound	0	0	0.082489	0	3
PCiC	5479	0.49997	27395	0.12028	0	Pharmacologic Class - includes - Compound	0.00018252	0	0.064513	0	3
PCiC	5479	0.59996	32874	0.11152	0	Pharmacologic Class - includes - Compound	0	0	0.061502	0	3
PCiC	5479	0.69995	38353	0.10987	0	Pharmacologic Class - includes - Compound	0.00018252	0	0.061684	0	3
PCiC	5479	0.79995	43832	0.12137	0	Pharmacologic Class - includes - Compound	0.00018252	0	0.061228	0	3
PCiC	5479	0.89994	49311	0.10987	0	Pharmacologic Class - includes - Compound	0	0	0.059951	0	3
PCiC	5479	0.99993	54790	0.11006	0	Pharmacologic Class - includes - Compound	0.00018252	0	0.057852	0	3
PCiC	4	1	54794	0	0	Pharmacologic Class - includes - Compound	0	0	0.058034	0	3
GpCC	36784	0.1	36783	0.11222	0	Gene - participates - Cellular Component	0	0	0.426	0	3
GpCC	36783	0.2	73566	0.11152	0	Gene - participates - Cellular Component	0	0	0.20219	0	3
GpCC	36783	0.3	110349	0.11527	0	Gene - participates - Cellular Component	2.7186e-05	0	0.11538	0	3
GpCC	36783	0.4	147132	0.11244	0	Gene - participates - Cellular Component	2.7186e-05	0	0.080051	0	3
GpCC	36783	0.5	183915	0.11176	0	Gene - participates - Cellular Component	2.7186e-05	0	0.067993	0	3
GpCC	36783	0.6	220698	0.11527	0	Gene - participates - Cellular Component	2.7186e-05	0	0.06416	0	3
GpCC	36783	0.7	257481	0.11492	0	Gene - participates - Cellular Component	2.7186e-05	0	0.06136	0	3
GpCC	36783	0.8	294264	0.11315	0	Gene - participates - Cellular Component	0	0	0.059484	0	3
GpCC	36783	0.9	331047	0.11111	0	Gene - participates - Cellular Component	2.7186e-05	0	0.059457	0	3
GpCC	36782	1	367829	0.1137	0	Gene - participates - Cellular Component	0	0	0.058723	0	3
DaG	6312	0.10001	6311	0.21039	0	Disease - associates - Gene	0	0	0.47873	0	3
DaG	6311	0.2	12622	0.21043	0	Disease - associates - Gene	0	0	0.26713	0	3
DaG	6311	0.29999	18933	0.20298	0	Disease - associates - Gene	0	0	0.17666	0	3
DaG	6311	0.39998	25244	0.20789	0	Disease - associates - Gene	0.00015845	0	0.1384	0	3
DaG	6311	0.49998	31555	0.20583	0	Disease - associates - Gene	0	0	0.12762	0	3
DaG	6311	0.59997	37866	0.20361	0	Disease - associates - Gene	0	0	0.1197	0	3
DaG	6311	0.69996	44177	0.22231	0	Disease - associates - Gene	0	0	0.11479	0	3
DaG	6311	0.79995	50488	0.20995	0	Disease - associates - Gene	0	0	0.11455	0	3
DaG	6311	0.89994	56799	0.20852	0	Disease - associates - Gene	0	0	0.1121	0	3
